State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Karbuja(Musk Melon)",Karbhuja,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Pomegranate,Pomogranate,Local,01/03/2026,20000,24000,22000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,01/03/2026,17000,18000,17500
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,01/03/2026,6500,7000,6750
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Potato,Other,Local,01/03/2026,2800,3000,2900
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1000,1200,1100
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2000,2200,2100
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,5000,5500,5250
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,01/03/2026,6000,7000,6500
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Salem,"Athur(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,1800,2000,1900
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1400,1600,1500
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,4000,4200,4100
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,1400,1600,1500
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,1800,1800,1800
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,8000,8500,8250
Maharashtra,Ahmednagar,"Rahata APMC",Potato,Other,Local,01/03/2026,500,1200,800
Maharashtra,Ahmednagar,"Rahata APMC",Onion,Other,Local,01/03/2026,300,1300,900
Maharashtra,Ahmednagar,"Rahata APMC","Onion Green",Other,Local,01/03/2026,8,12,10
Maharashtra,Ahmednagar,"Rahata APMC","Little gourd(Kundru)",Other,Local,01/03/2026,4000,4000,4000
Maharashtra,Ahmednagar,"Rahata APMC",Brinjal,Other,Local,01/03/2026,700,2000,1300
"Tamil Nadu",Vellore,"Thirupathur APMC",Cauliflower,Ranchi,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Thirupathur APMC",Papaya,Papaya,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Thirupathur APMC","Cluster beans","Cluster Beans",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Thirupathur APMC",Pumpkin,Pumpkin,Local,01/03/2026,2000,2000,2000
"Tamil Nadu",Vellore,"Thirupathur APMC",Amaranthus,Amaranthus,Local,01/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Thirupathur APMC","Green Chilli","Green Chilly",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Thirupathur APMC",Cowpea(Veg),"Cowpea (Veg)",Local,01/03/2026,6000,6000,6000
"Tamil Nadu",Vellore,"Thirupathur APMC","Banana - Green","Banana - Green",Local,01/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Thirupathur APMC",Raddish,Raddish,Local,01/03/2026,1500,1500,1500
"Tamil Nadu",Vellore,"Thirupathur APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,3600,3600,3600
"Tamil Nadu",Vellore,"Thirupathur APMC",Drumstick,Drumstick,Local,01/03/2026,10000,10000,10000
"Tamil Nadu",Vellore,"Thirupathur APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,01/03/2026,8000,8000,8000
"Tamil Nadu",Vellore,"Thirupathur APMC","Amla(Nelli Kai)",Amla,Local,01/03/2026,6000,6000,6000
"Tamil Nadu",Vellore,"Thirupathur APMC",Groundnut,"Big (With Shell)",Local,01/03/2026,5000,5000,5000
"Madhya Pradesh",Khandwa,"Mundi APMC",Wheat,Wheat,FAQ,01/03/2026,2045,2320,2095
"Madhya Pradesh",Khandwa,"Mundi APMC","Bengal Gram(Gram)(Whole)",Gram,FAQ,01/03/2026,4945,4945,4945
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Potato,Other,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1200,1600,1400
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,01/03/2026,6000,7000,6500
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,01/03/2026,9000,10000,9500
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Kaveripattinam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3500,3500,3500
"Tamil Nadu",Krishnagiri,"Kaveripattinam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,4000,6000,5000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,3500,4000,3750
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,6000,7000,6500
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,01/03/2026,6000,7000,6500
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Tomato,Local,Local,01/03/2026,1500,1800,1650
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,2000,2400,2200
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,4000,4500,4250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,5500,6000,5750
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,3000,3500,3250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,3000,3500,3250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,01/03/2026,6000,6500,6250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Lime,Lime,Local,01/03/2026,8000,9000,8500
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,01/03/2026,2000,2500,2250
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,2000,2200,2100
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2400,2600,2500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,01/03/2026,3800,4000,3900
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,2800,3000,2900
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,6000,6400,6200
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,1800,2000,1900
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,4000,4500,4250
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,4000,4500,4250
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,01/03/2026,5000,6000,5500
Kerala,Kollam,"Neduvathoor  VFPCK APMC",Banana,"Red Banana","Grade A",01/03/2026,6000,6000,6000
Kerala,Kollam,"Kadakkal  VFPCK APMC",Banana,"Banana - Ripe","Grade A",01/03/2026,5000,5000,5000
Telangana,Warangal,"Warangal APMC",Carrot,Carrot,FAQ,01/03/2026,1600,2000,1800
Telangana,Warangal,"Warangal APMC",Cucumbar(Kheera),Cucumbar,FAQ,01/03/2026,1200,1600,1400
Telangana,Warangal,"Warangal APMC",Potato,Potato,FAQ,01/03/2026,1500,2000,1750
Telangana,Warangal,"Warangal APMC",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01/03/2026,3000,3500,3250
Telangana,Warangal,"Warangal APMC",Tomato,Tomato,FAQ,01/03/2026,600,800,700
Haryana,Kaithal,"Cheeka APMC",Potato,Other,FAQ,01/03/2026,1200,1200,1200
Haryana,Kaithal,"Cheeka APMC",Carrot,Other,FAQ,01/03/2026,1600,2000,1800
Haryana,Kurukshetra,"Ladwa APMC",Kinnow,Kinnow,Medium,01/03/2026,4000,4500,4500
Haryana,Kurukshetra,"Ladwa APMC",Banana,Medium,Medium,01/03/2026,4000,4500,4500
"Himachal Pradesh",Kullu,"SMY Bhuntar",Brinjal,Other,FAQ,01/03/2026,2800,3000,2900
"Himachal Pradesh",Kullu,"SMY Bhuntar",Ginger(Green),Other,FAQ,01/03/2026,7500,8000,7800
"Himachal Pradesh",Kullu,"SMY Bhuntar",Garlic,Other,FAQ,01/03/2026,12000,15000,13700
Rajasthan,Jalore,"Jalore APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1200,1500,1300
Rajasthan,Jalore,"Jalore APMC",Brinjal,Brinjal,Local,01/03/2026,800,1000,900
Haryana,Hissar,"Hansi APMC",Mango,Other,"Grade B",01/03/2026,10000,10000,10000
Haryana,Hissar,"Hansi APMC",Ber(Zizyphus/Borehannu),Other,"Grade B",01/03/2026,1500,2000,1800
Haryana,Hissar,"Hansi APMC",Chikoos(Sapota),Other,"Grade B",01/03/2026,3000,4000,3500
Haryana,Hissar,"Hansi APMC",Grapes,Other,"Grade B",01/03/2026,8000,12000,10000
Haryana,Hissar,"Hansi APMC","Karbuja(Musk Melon)",Other,"Grade B",01/03/2026,4000,4000,4000
Haryana,Hissar,"Hansi APMC","Mousambi(Sweet Lime)",Other,"Grade B",01/03/2026,3000,4000,3500
Haryana,Hissar,"Hansi APMC","Water Melon",Other,"Grade B",01/03/2026,2000,2500,2250
Haryana,Hissar,"Hansi APMC","Bottle gourd",Other,FAQ,01/03/2026,1500,2000,1800
Haryana,Hissar,"Hansi APMC",Cabbage,Other,FAQ,01/03/2026,400,500,450
Haryana,Hissar,"Hansi APMC",Lemon,Other,FAQ,01/03/2026,2000,5000,3500
Kerala,Kollam,"Chathanoor APMC",Banana,"Red Banana",Medium,01/03/2026,6800,7200,7000
Kerala,Kollam,"Chathanoor APMC",Pumpkin,Other,FAQ,01/03/2026,1800,2200,2000
Kerala,Kollam,"Chathanoor APMC",Brinjal,Other,FAQ,01/03/2026,4300,4700,4500
Kerala,Kollam,"Chathanoor APMC",Snakeguard,Other,FAQ,01/03/2026,4800,5200,5000
Kerala,Pathanamthitta,"Kuttoor APMC",Banana,"Nendra Bale","Grade A",01/03/2026,3200,3200,3200
Kerala,Pathanamthitta,"Kuttoor APMC",Banana,Other,"Grade A",01/03/2026,3500,3500,3500
Kerala,Palakad,"vadakarapathy APMC",Cucumbar(Kheera),Cucumbar,FAQ,01/03/2026,2000,3000,2500
Kerala,Palakad,"vadakarapathy APMC",Drumstick,Drumstick,FAQ,01/03/2026,3000,5000,4000
Kerala,Palakad,"vadakarapathy APMC","Green Avare(W)","Green Avare (W)",FAQ,01/03/2026,2000,3000,2500
Kerala,Palakad,"vadakarapathy APMC",Raddish,Other,FAQ,01/03/2026,800,1000,900
Kerala,Palakad,"vadakarapathy APMC",Beetroot,Other,FAQ,01/03/2026,800,1000,900
Uttarakhand,Haridwar,"Bhagwanpur(Naveen Mandi Sthal) APMC",Tomato,Other,"Grade A",01/03/2026,700,800,750
Uttarakhand,Haridwar,"Bhagwanpur(Naveen Mandi Sthal) APMC","Bottle gourd",Other,"Grade A",01/03/2026,600,1400,700
Uttarakhand,Haridwar,"Bhagwanpur(Naveen Mandi Sthal) APMC",Cucumbar(Kheera),Other,"Grade A",01/03/2026,600,850,700
"Uttar Pradesh",Mirzapur,"Ahirora APMC","Bhindi(Ladies Finger)",Bhindi,Medium,01/03/2026,2500,4000,3000
"Uttar Pradesh",Mirzapur,"Ahirora APMC",Brinjal,Brinjal,Medium,01/03/2026,2000,2500,2500
"Uttar Pradesh",Mirzapur,"Ahirora APMC",Cabbage,Cabbage,Medium,01/03/2026,600,700,700
"Uttar Pradesh",Mirzapur,"Ahirora APMC",Carrot,Carrot,Medium,01/03/2026,1000,1200,1100
"Uttar Pradesh",Mirzapur,"Ahirora APMC",Raddish,Raddish,Medium,01/03/2026,600,800,700
"Madhya Pradesh",Shivpuri,"Karera(F&V) APMC",Pomegranate,Pomogranate,Local,01/03/2026,6000,8000,7000
"Madhya Pradesh",Shivpuri,"Karera(F&V) APMC",Onion,Onion,Local,01/03/2026,1200,1800,1500
"Madhya Pradesh",Shivpuri,"Karera(F&V) APMC",Brinjal,Brinjal,Local,01/03/2026,800,2000,1200
"Madhya Pradesh",Shivpuri,"Karera(F&V) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1000,2000,1500
"Uttar Pradesh",Bulandshahar,"Anoop Shahar APMC",Potato,F.A.Q.,FAQ,01/03/2026,200,600,400
"Uttar Pradesh",Bulandshahar,"Anoop Shahar APMC",Cauliflower,Cauliflower,FAQ,01/03/2026,400,800,600
"Uttar Pradesh",Bulandshahar,"Anoop Shahar APMC",Brinjal,Other,FAQ,01/03/2026,1400,1800,1600
"Madhya Pradesh",Harda,"Sirali(F&V) APMC",Cauliflower,Cauliflower,"Grade A",01/03/2026,1000,1000,1000
"Uttar Pradesh",Etah,"Awagarh APMC","Bottle gourd","Bottle Gourd",FAQ,01/03/2026,1400,1600,1500
"West Bengal",Bankura,"Bishnupur(Bankura) APMC",Brinjal,Round/Long,Medium,01/03/2026,2000,2500,2100
"West Bengal",Bankura,"Bishnupur(Bankura) APMC",Rice,Common,Local,01/03/2026,3600,3800,3700
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Brinjal,Other,Local,01/03/2026,1200,1500,1350
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Coriander(Leaves),"I Sort",Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Papaya,Papaya,Local,01/03/2026,3300,3500,3400
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Bitter gourd",Other,Local,01/03/2026,2400,2600,2500
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Bottle gourd","Bottle Gourd",Local,01/03/2026,800,1000,900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Amaranthus,Amaranthus,Local,01/03/2026,2300,2500,2400
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Banana - Green","Banana - Green",Local,01/03/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Chow Chow","Chow Chow",Local,01/03/2026,2600,2800,2700
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Onion Green","Onion Green",Local,01/03/2026,3600,3800,3700
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Onion,Bellary,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Chikoos(Sapota),Sapota,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)","Banana - Green","Banana - Green",Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Tapioca,Tapioca,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Coconut,Coconut,Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Carrot,Pusakesar,Local,01/03/2026,5000,5500,5250
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Beetroot,Beetroot,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Banana,Karpura,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)","Green Chilli","Green Chilly",Local,01/03/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)","Sweet Potato","Hosur Red",Local,01/03/2026,1500,1500,1500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Snakeguard,Snakeguard,Local,01/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Cucumbar(Kheera),Cucumbar,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)","Green Avare(W)","Green Avare (W)",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)","Chow Chow","Chow Chow",Local,01/03/2026,1500,1500,1500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Yam(Ratalu),"Yam (Ratalu)",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)","Bitter gourd","Bitter Gourd",Local,01/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Tapioca,Tapioca,Local,01/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Ashgourd,Gouard,Local,01/03/2026,1800,1800,1800
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,3600,3600,3600
"Tamil Nadu",Thanjavur,"Peravurani(Uzhavar Sandhai)",Banana,Besrai,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thanjavur,"Peravurani(Uzhavar Sandhai)",Tomato,Deshi,Local,01/03/2026,2000,2000,2000
"Tamil Nadu",Thanjavur,"Peravurani(Uzhavar Sandhai)","Bottle gourd","Bottle Gourd",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thanjavur,"Peravurani(Uzhavar Sandhai)",Pumpkin,Pumpkin,Local,01/03/2026,2500,2500,2500
"Tamil Nadu",Thanjavur,"Peravurani(Uzhavar Sandhai)",Beans,"Beans (Whole)",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Thanjavur,"Peravurani(Uzhavar Sandhai)",Tapioca,Tapioca,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thanjavur,"Peravurani(Uzhavar Sandhai)",Coconut,Coconut,Local,01/03/2026,6000,6000,6000
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Snakeguard,Snakeguard,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Cluster beans","Cluster Beans",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Green Chilli","Green Chilly",Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)",Ginger(Green),"Green Ginger",Local,01/03/2026,8000,8000,8000
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Sweet Potato","Hosur Red",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Chow Chow","Chow Chow",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Onion,Bellary,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Brinjal,Other,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Chikoos(Sapota),Sapota,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Tomato,Other,Local,01/03/2026,1300,1500,1400
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Cluster beans","Cluster Beans",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Bitter gourd",Other,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Ashgourd,Gouard,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Beans,"Beans (Whole)",Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Ginger(Green),"Green Ginger",Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Thondekai,Thondekai,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Green Avare(W)",Other,Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Chow Chow","Chow Chow",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Amla(Nelli Kai)",Amla,Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Onion Green","Onion Green",Local,01/03/2026,3000,3500,3250
"West Bengal",Hooghly,"Champadanga APMC",Rice,Fine,FAQ,01/03/2026,4700,4950,4800
"West Bengal",Hooghly,"Champadanga APMC",Onion,Nasik,FAQ,01/03/2026,1500,1750,1600
"West Bengal",Birbhum,"Sainthia APMC",Paddy(Common),Common,FAQ,01/03/2026,2371,2373,2372
